year,init_month,sst_mdr,anomaly_mdr,sst_trop,anomaly_trop,gcm_id
2003,7,300.25916,0.0699055989583333,298.60632,0.0650227864583333,4
2004,4,299.67905,0.1842753092447916,298.14218,0.0701904296875,4
2004,5,299.6942,-0.0228068033854166,298.21973,0.0202534993489583,4
2004,6,300.09338,0.0504659016927083,298.36392,0.015228271484375,4
2004,7,300.23935,0.0501200358072916,298.57925,0.0379536946614583,4
2005,4,299.8893,0.3945210774739583,298.19333,0.121337890625,4
2005,5,300.15747,0.440460205078125,298.3154,0.1159159342447916,4
2005,6,300.605,0.562103271484375,298.47043,0.1217244466145833,4
2005,7,300.78232,0.5930887858072916,298.64087,0.0995890299479166,4
2006,4,299.5765,0.0817159016927083,298.19644,0.1244405110677083,4
2006,5,299.879,0.1619873046875,298.3014,0.1019185384114583,4
2006,6,300.24527,0.202362060546875,298.4534,0.1046956380208333,4
2006,7,300.26114,0.0718892415364583,298.65097,0.10968017578125,4
2007,4,299.6726,0.177825927734375,298.12527,0.0533040364583333,4
2007,5,299.8783,0.161285400390625,298.19022,-0.009246826171875,4
2007,6,300.1216,0.0787150065104166,298.33548,-0.013214111328125,4
2007,7,300.10672,-0.0825093587239583,298.55002,0.0087381998697916,4
2008,4,299.43948,-0.0552978515625,298.0796,0.0075887044270833,4
2008,5,299.80118,0.0841776529947916,298.22278,0.0233256022135416,4
2008,6,300.1241,0.0812174479166666,298.33957,-0.0091145833333333,4
2008,7,300.26126,0.0720113118489583,298.53458,-0.0067036946614583,4
2009,4,299.2282,-0.266571044921875,298.25705,0.1850382486979166,4
2009,5,299.46555,-0.2514750162760417,298.43756,0.23809814453125,4
2009,6,299.82117,-0.2217508951822916,298.6351,0.2863972981770833,4
2009,7,300.2319,0.0426534016927083,298.81128,0.269989013671875,4
2010,4,300.20438,0.7095947265625,298.2535,0.1815185546875,4
2010,5,300.5483,0.831298828125,298.3601,0.1606547037760416,4
2010,6,300.9326,0.889678955078125,298.42557,0.0768839518229166,4
2010,7,300.8911,0.7018839518229166,298.5469,0.005615234375,4
2011,4,299.55972,0.0649617513020833,298.1815,0.1094868977864583,4
2011,5,299.8414,0.1243794759114583,298.26935,0.06988525390625,4
2011,6,300.4175,0.3746236165364583,298.39804,0.0493367513020833,4
2011,7,300.47482,0.2855733235677083,298.48148,-0.0598042805989583,4
2012,4,299.47256,-0.0221964518229166,298.2394,0.1674397786458333,4
2012,5,299.71954,0.002532958984375,298.33142,0.1319580078125,4
2012,6,300.2075,0.1645609537760416,298.50894,0.160247802734375,4
2012,7,300.23715,0.0479227701822916,298.6165,0.0751953125,4
2013,4,299.46677,-0.0280253092447916,298.23856,0.1665751139322916,4
2013,5,299.94324,0.2262369791666666,298.3879,0.1884562174479166,4
2013,6,299.94022,-0.1027018229166666,298.45294,0.104248046875,4
2013,7,300.0928,-0.096435546875,298.6123,0.0710245768229166,4
2014,4,299.41983,-0.0749613444010416,298.41174,0.3397420247395833,4
2014,5,299.64706,-0.0699361165364583,298.52554,0.326080322265625,4
2014,6,299.8226,-0.2203267415364583,298.62662,0.2779134114583333,4
2014,7,299.94803,-0.2412007649739583,298.72058,0.1793009440104166,4
2015,4,299.58188,0.0870768229166666,298.5671,0.4950968424479167,4
2015,5,299.78748,0.0704549153645833,298.7168,0.5173238118489584,4
2015,6,299.7882,-0.2547098795572917,298.82877,0.4800821940104167,4
2015,7,299.9871,-0.2021586100260416,299.0423,0.501007080078125,4
2016,4,299.6568,0.162017822265625,298.48416,0.4121602376302083,4
2016,5,299.97852,0.2615152994791667,298.57498,0.375518798828125,4
2016,6,300.31424,0.2713216145833333,298.7548,0.4061177571614583,4
2016,7,300.34122,0.1519673665364583,298.90787,0.3665771484375,4
2017,4,299.73944,0.244659423828125,298.46103,0.3890380859375,4
2017,5,299.8358,0.1187540690104166,298.5676,0.368133544921875,4
2017,6,300.31592,0.27301025390625,298.72092,0.3722127278645833,4
2017,7,300.48276,0.29351806640625,298.873,0.331695556640625,4
2018,4,299.40598,-0.08880615234375,298.35324,0.28125,4
2018,5,299.57617,-0.1408284505208333,298.48642,0.2869466145833333,4
2018,6,299.76825,-0.274658203125,298.59726,0.2485453287760416,4
2018,7,299.7114,-0.47784423828125,298.74612,0.2048238118489583,4
2019,4,299.65622,0.1614481608072916,298.49753,0.425537109375,4
2019,5,299.81046,0.09344482421875,298.62183,0.4223531087239583,4
2019,6,300.092,0.049102783203125,298.7412,0.3925272623697917,4
2019,7,300.293,0.1037801106770833,298.9346,0.3933308919270833,4
2020,4,299.9991,0.50433349609375,298.46033,0.388336181640625,4
2020,5,300.04416,0.3271586100260417,298.54245,0.3429667154947917,4
2020,6,300.48477,0.441864013671875,298.71695,0.3682759602864583,4
2020,7,300.53146,0.3422037760416667,298.8497,0.3084004720052083,4
2021,4,299.64487,0.15008544921875,298.35672,0.2847493489583333,4
2021,5,299.9644,0.24737548828125,298.4783,0.2788492838541667,4
2021,6,300.2348,0.19189453125,298.6378,0.289093017578125,4
2021,7,300.2882,0.0989786783854166,298.72983,0.1885172526041666,4
2022,4,299.65533,0.160552978515625,298.29282,0.2208251953125,4
2022,5,299.95297,0.2359720865885416,298.356,0.156524658203125,4
2022,6,300.1776,0.1346944173177083,298.5107,0.1620076497395833,4
2022,7,300.2069,0.0176798502604166,298.58276,0.0414632161458333,4
2023,4,299.84225,0.3474833170572917,298.6154,0.5433858235677084,4
2023,5,300.22778,0.5107828776041666,298.76587,0.5663960774739584,4
2023,6,300.95718,0.9142964680989584,298.96347,0.614776611328125,4
2023,7,301.22162,1.032379150390625,299.09937,0.558074951171875,4
2024,4,300.42188,0.9271036783854166,298.56033,0.4883626302083333,4
2024,5,300.6085,0.8914794921875,298.69308,0.4936319986979167,4
2024,6,301.06238,1.01947021484375,298.8566,0.5078938802083334,4
2024,7,300.87552,0.686279296875,298.8048,0.2635091145833333,4
2025,4,299.80618,0.3114217122395833,298.4812,0.4092203776041667,4
2025,5,300.01233,0.295318603515625,298.63345,0.4339803059895833,4
2025,6,300.26657,0.223663330078125,298.77676,0.4280802408854167,4
2025,7,300.4065,0.2172444661458333,298.86523,0.323944091796875,4
1981,4,300.67236,0.2286275227864583,298.82712,-0.068603515625,5
1981,5,300.5986,0.0473225911458333,298.83487,-0.045013427734375,5
1981,6,300.7322,0.1136372884114583,298.83984,-0.03704833984375,5
1981,7,300.7655,0.1007486979166666,298.82242,-0.0605977376302083,5
1982,4,300.36465,-0.0790608723958333,298.881,-0.0147196451822916,5
1982,5,300.5048,-0.0464579264322916,298.83664,-0.0432535807291666,5
1982,6,300.4166,-0.201995849609375,298.843,-0.0338948567708333,5
1982,7,300.36063,-0.30413818359375,298.81592,-0.0671183268229166,5
1983,4,300.5037,0.0599568684895833,298.90836,0.0126546223958333,5
1983,5,300.56314,0.0118916829427083,298.8915,0.011627197265625,5
1983,6,300.5223,-0.0963033040364583,298.89566,0.0187581380208333,5
1983,7,300.5366,-0.1281941731770833,298.90085,0.017822265625,5
1984,4,300.1708,-0.2728983561197917,298.6177,-0.2780049641927083,5
1984,5,300.35034,-0.2009379069010416,298.61157,-0.2683207194010417,5
1984,6,300.05652,-0.5620625813802084,298.58493,-0.2919514973958333,5
1984,7,300.03818,-0.6265767415364584,298.5657,-0.3173319498697917,5
1985,4,299.9163,-0.5274454752604166,298.65854,-0.2371724446614583,5
1985,5,300.03445,-0.5168253580729166,298.63284,-0.2470194498697916,5
1985,6,300.38016,-0.2384236653645833,298.66837,-0.2085367838541666,5
1985,7,300.56787,-0.0969034830729166,298.70242,-0.1806131998697916,5
1986,4,300.10934,-0.334381103515625,298.78195,-0.1137593587239583,5
1986,5,300.14523,-0.4060567220052083,298.75854,-0.1213277180989583,5
1986,6,300.1061,-0.5124613444010416,298.72842,-0.1484578450520833,5
1986,7,300.2289,-0.4358317057291667,298.76816,-0.1148783365885416,5
1987,4,300.64938,0.205657958984375,298.98462,0.088897705078125,5
1987,5,300.78738,0.2361246744791666,299.05652,0.1766459147135416,5
1987,6,300.94882,0.330230712890625,299.12314,0.2462565104166666,5
1987,7,301.05762,0.3928426106770833,299.08823,0.2052001953125,5
1988,4,300.44376,2.034505208333333e-05,298.8374,-0.058319091796875,5
1988,5,300.636,0.0847269694010416,298.8245,-0.0553690592447916,5
1988,6,300.89502,0.27642822265625,298.83295,-0.0439453125,5
1988,7,300.72726,0.0625,298.8,-0.083038330078125,5
1989,4,300.00638,-0.4373270670572917,298.8387,-0.0570271809895833,5
1989,5,300.15622,-0.3950602213541667,298.77786,-0.1020100911458333,5
1989,6,300.48804,-0.13055419921875,298.7444,-0.1324971516927083,5
1989,7,300.72293,0.0581563313802083,298.74927,-0.1337687174479166,5
1990,4,300.4192,-0.0245463053385416,298.93503,0.0393168131510416,5
1990,5,300.5964,0.045135498046875,298.9436,0.0637105305989583,5
1990,6,300.70816,0.089569091796875,298.90063,0.0237528483072916,5
1990,7,300.64096,-0.0238037109375,298.84192,-0.041107177734375,5
1991,4,300.44165,-0.0020853678385416,299.0012,0.10546875,5
1991,5,300.43088,-0.120391845703125,299.04068,0.160797119140625,5
1991,6,300.58884,-0.0297749837239583,299.06345,0.1865641276041666,5
1991,7,300.61337,-0.0513916015625,299.0783,0.195281982421875,5
1992,4,300.3713,-0.072418212890625,298.85977,-0.03594970703125,5
1992,5,300.42203,-0.1292317708333333,298.82874,-0.0511474609375,5
1992,6,300.38403,-0.2345682779947916,298.78238,-0.0945027669270833,5
1992,7,300.4401,-0.2246805826822916,298.77686,-0.1061604817708333,5
1993,4,300.51187,0.0681559244791666,298.89673,0.0010172526041666,5
1993,5,300.48685,-0.0644327799479166,298.83926,-0.0405985514322916,5
1993,6,300.5085,-0.1100667317708333,298.86368,-0.0132242838541666,5
1993,7,300.4076,-0.2571818033854167,298.83548,-0.04754638671875,5
1994,4,300.1637,-0.2800191243489583,298.79434,-0.1013590494791666,5
1994,5,300.16663,-0.3846333821614583,298.7687,-0.1111653645833333,5
1994,6,300.14642,-0.47216796875,298.73404,-0.1428324381510416,5
1994,7,300.15005,-0.51470947265625,298.7164,-0.1666158040364583,5
1995,4,300.59818,0.154449462890625,298.90347,0.00775146484375,5
1995,5,300.83322,0.2819620768229167,298.91678,0.0369160970052083,5
1995,6,300.99295,0.374359130859375,298.90567,0.0287679036458333,5
1995,7,301.25034,0.5855611165364584,298.98035,0.097320556640625,5
1996,4,300.33395,-0.1097819010416666,298.79874,-0.0969950358072916,5
1996,5,300.48502,-0.0662638346354166,298.7773,-0.1025594075520833,5
1996,6,300.434,-0.1845804850260416,298.78128,-0.0956217447916666,5
1996,7,300.5629,-0.1018778483072916,298.82333,-0.0596923828125,5
1997,4,300.53903,0.0952860514322916,299.04605,0.1503499348958333,5
1997,5,300.8407,0.2894287109375,299.09378,0.2139180501302083,5
1997,6,300.8378,0.219207763671875,299.11417,0.2372945149739583,5
1997,7,300.98743,0.3226521809895833,299.1355,0.2524820963541667,5
1998,4,300.8411,0.3973795572916667,299.06564,0.1699015299479166,5
1998,5,301.01733,0.4660746256510417,299.06384,0.1839497884114583,5
1998,6,301.09912,0.4805399576822917,299.03854,0.1616617838541666,5
1998,7,301.02698,0.3622233072916667,299.01654,0.133514404296875,5
1999,4,300.4955,0.051788330078125,298.74197,-0.1537577311197916,5
1999,5,300.72366,0.1723836263020833,298.71298,-0.1669209798177083,5
1999,6,300.8536,0.2350260416666666,298.74796,-0.1289164225260416,5
1999,7,300.79395,0.1291910807291666,298.75626,-0.12677001953125,5
2000,4,300.47412,0.0303853352864583,298.8419,-0.0538330078125,5
2000,5,300.54996,-0.001312255859375,298.81247,-0.0674031575520833,5
2000,6,300.44235,-0.1762593587239583,298.79434,-0.082550048828125,5
2000,7,300.55212,-0.112640380859375,298.81876,-0.0642801920572916,5
2001,4,300.54553,0.101806640625,298.9847,0.0889994303385416,5
2001,5,300.64627,0.0950215657552083,298.91922,0.0393575032552083,5
2001,6,300.7503,0.1317138671875,298.92844,0.051544189453125,5
2001,7,300.76694,0.1021525065104166,298.9687,0.085662841796875,5
2002,4,300.58163,0.1379191080729166,299.09036,0.1946309407552083,5
2002,5,300.54773,-0.0035502115885416,299.05423,0.174346923828125,5
2002,6,300.51627,-0.1023356119791666,299.06445,0.18756103515625,5
2002,7,300.39175,-0.2730000813802083,299.00513,0.1220906575520833,5
2003,4,300.58408,0.1403299967447916,298.96567,0.0699564615885416,5
2003,5,300.6648,0.1135152180989583,298.93362,0.0537618001302083,5
2003,6,300.83258,0.2139892578125,298.95377,0.0768839518229166,5
2003,7,300.84796,0.183197021484375,299.0523,0.169281005859375,5
2004,4,300.71436,0.2706197102864583,298.983,0.0872904459635416,5
2004,5,300.5381,-0.0131937662760416,298.94186,0.0619913736979166,5
2004,6,300.66956,0.0509541829427083,298.92148,0.0445658365885416,5
2004,7,300.9856,0.320831298828125,298.9407,0.05767822265625,5
2005,4,300.86975,0.4260152180989583,299.0803,0.1845804850260416,5
2005,5,301.10358,0.55230712890625,299.0802,0.2003173828125,5
2005,6,301.26797,0.6494038899739584,299.0305,0.1536051432291666,5
2005,7,301.29636,0.6316019694010416,299.0556,0.172576904296875,5
2006,4,300.71686,0.27313232421875,299.02505,0.1293233235677083,5
2006,5,300.88412,0.3328348795572917,299.00485,0.1249491373697916,5
2006,6,301.07193,0.4533284505208333,299.0457,0.168792724609375,5
2006,7,300.87595,0.2111714680989583,299.04453,0.1614786783854166,5
2007,4,300.6174,0.1736653645833333,298.96384,0.0680948893229166,5
2007,5,300.8074,0.2561238606770833,298.9175,0.037628173828125,5
2007,6,300.5935,-0.0250956217447916,298.89438,0.017486572265625,5
2007,7,300.6189,-0.0458577473958333,298.91272,0.0296834309895833,5
2008,4,300.4991,0.055389404296875,298.9137,0.0179850260416666,5
2008,5,300.76602,0.2147725423177083,298.91684,0.0369364420572916,5
2008,6,300.88797,0.2693684895833333,298.9254,0.0485127766927083,5
2008,7,300.8878,0.2230224609375,298.8904,0.0074055989583333,5
2009,4,300.2344,-0.2093098958333333,299.0885,0.1927693684895833,5
2009,5,300.37204,-0.1792500813802083,299.15018,0.2702840169270833,5
2009,6,300.67038,0.0517679850260416,299.20273,0.325836181640625,5
2009,7,301.0013,0.3365478515625,299.24774,0.364715576171875,5
2010,4,301.14233,0.6985982259114584,299.1406,0.244873046875,5
2010,5,301.45642,0.9051615397135416,299.11832,0.2384440104166666,5
2010,6,301.43176,0.81317138671875,299.06458,0.1876729329427083,5
2010,7,301.36545,0.70068359375,298.97617,0.0931193033854166,5
2011,4,300.66022,0.21649169921875,299.03476,0.1390279134114583,5
2011,5,300.83127,0.2799886067708333,299.00714,0.12725830078125,5
2011,6,301.0695,0.450897216796875,298.9348,0.0579121907552083,5
2011,7,301.05313,0.3883768717447917,298.8692,-0.013824462890625,5
2012,4,300.55777,0.1140543619791666,299.05936,0.16363525390625,5
2012,5,300.78577,0.2344868977864583,299.04196,0.1620890299479166,5
2012,6,300.95602,0.3374226888020833,299.09097,0.214080810546875,5
2012,7,300.95486,0.2901102701822917,299.00153,0.118499755859375,5
2013,4,300.6726,0.2288818359375,299.09668,0.2009480794270833,5
2013,5,300.7702,0.21893310546875,299.11832,0.2384440104166666,5
2013,6,300.59775,-0.020843505859375,299.03333,0.1564229329427083,5
2013,7,300.63992,-0.0248209635416666,299.00708,0.124053955078125,5
2014,4,300.39926,-0.0444539388020833,299.27975,0.3840433756510417,5
2014,5,300.67087,0.1196085611979166,299.2714,0.3915303548177083,5
2014,6,300.59207,-0.0265299479166666,299.2515,0.3746236165364583,5
2014,7,300.60056,-0.0642293294270833,299.12296,0.2399393717447916,5
2015,4,300.5432,0.0994974772135416,299.42307,0.5273335774739584,5
2015,5,300.69333,0.1420389811197916,299.44687,0.566986083984375,5
2015,6,300.46396,-0.1546427408854166,299.40268,0.5257975260416666,5
2015,7,300.65723,-0.0075480143229166,299.39932,0.5162862141927084,5
2016,4,300.5249,0.0811767578125,299.32437,0.4286600748697917,5
2016,5,300.75342,0.2021586100260416,299.3315,0.451629638671875,5
2016,6,300.94217,0.3235677083333333,299.34793,0.4710489908854167,5
2016,7,300.96085,0.2960713704427083,299.3207,0.4376932779947917,5
2017,4,300.5954,0.15167236328125,299.33102,0.4353129069010417,5
2017,5,300.89172,0.3404541015625,299.33298,0.4530741373697917,5
2017,6,301.06494,0.44635009765625,299.2734,0.3965250651041667,5
2017,7,301.0527,0.3879191080729167,299.29358,0.4105631510416667,5
2018,4,300.44077,-0.0029805501302083,299.1942,0.298492431640625,5
2018,5,300.4113,-0.139984130859375,299.15384,0.2739664713541667,5
2018,6,300.33914,-0.2794596354166667,299.1488,0.2719014485677083,5
2018,7,300.3586,-0.30615234375,299.14108,0.2580668131510417,5
2019,4,300.66098,0.2172648111979166,299.36758,0.47186279296875,5
2019,5,300.73157,0.1802978515625,299.33398,0.4541015625,5
2019,6,300.79068,0.172088623046875,299.33203,0.4551493326822917,5
2019,7,300.9591,0.2943318684895833,299.31662,0.43359375,5
2020,4,300.9594,0.51568603515625,299.34146,0.4457295735677083,5
2020,5,300.8984,0.3471272786458333,299.3162,0.4363301595052083,5
2020,6,300.92578,0.3071797688802083,299.2599,0.3829854329427083,5
2020,7,301.07138,0.4066162109375,299.27286,0.3898213704427083,5
2021,4,300.75647,0.312744140625,299.19714,0.301422119140625,5
2021,5,300.8397,0.2884318033854167,299.2107,0.3308207194010417,5
2021,6,300.93555,0.3169657389322917,299.19485,0.3179829915364583,5
2021,7,300.86227,0.1975199381510416,299.18863,0.3056131998697917,5
2022,4,300.50974,0.0659891764322916,299.11642,0.2206827799479166,5
2022,5,300.7243,0.17303466796875,299.0779,0.1980183919270833,5
2022,6,300.9867,0.3680928548177083,299.11365,0.2367655436197916,5
2022,7,300.77716,0.112396240234375,299.0397,0.1566975911458333,5
2023,4,301.11972,0.675994873046875,299.512,0.6162618001302084,5
2023,5,301.53125,0.97998046875,299.5023,0.6223958333333334,5
2023,6,301.78458,1.165985107421875,299.53503,0.6581522623697916,5
2023,7,301.97168,1.306915283203125,299.56418,0.68115234375,5
2024,4,301.32913,0.885406494140625,299.48367,0.58795166015625,5
2024,5,301.53848,0.987213134765625,299.43802,0.5581258138020834,5
2024,6,301.87088,1.252288818359375,299.4402,0.56329345703125,5
2024,7,301.64014,0.975372314453125,299.4728,0.5897725423177084,5
2025,4,300.7771,0.3333740234375,299.40576,0.5100301106770834,5
2025,5,300.90854,0.357269287109375,299.36035,0.48046875,5
2025,6,300.99518,0.3765869140625,299.35574,0.478851318359375,5
2025,7,301.00006,0.335296630859375,299.28772,0.4046834309895833,5
1993,4,299.64658,-0.257843017578125,298.41342,-0.0777689615885416,6
1993,5,299.73178,-0.2287394205729166,298.45227,-0.0515645345052083,6
1993,6,299.85184,-0.2815144856770833,298.49045,-0.0344441731770833,6
1993,7,299.915,-0.3597310384114583,298.4683,-0.1119181315104166,6
1994,4,299.51315,-0.3912556966145833,298.37088,-0.1202901204427083,6
1994,5,299.63046,-0.3300577799479167,298.43033,-0.0735270182291666,6
1994,6,299.5862,-0.5471598307291666,298.3575,-0.1673787434895833,6
1994,7,299.70547,-0.5692647298177084,298.3516,-0.2286376953125,6
1995,4,299.76398,-0.14044189453125,298.36124,-0.1299540201822916,6
1995,5,300.1229,0.1623738606770833,298.4197,-0.0841267903645833,6
1995,6,300.54236,0.4089864095052083,298.43985,-0.0850423177083333,6
1995,7,300.70264,0.4278971354166667,298.61594,0.0357157389322916,6
1996,4,299.8214,-0.0830078125,298.4398,-0.0514017740885416,6
1996,5,299.90567,-0.054840087890625,298.39865,-0.105194091796875,6
1996,6,299.90146,-0.231903076171875,298.47433,-0.0505879720052083,6
1996,7,300.14444,-0.1303202311197916,298.509,-0.07122802734375,6
1997,4,299.81067,-0.09375,298.61606,0.1248779296875,6
1997,5,300.05396,0.09344482421875,298.66147,0.157623291015625,6
1997,6,300.29095,0.1575927734375,298.7269,0.2019755045572916,6
1997,7,300.40994,0.1352132161458333,298.78735,0.2071329752604166,6
1998,4,300.24698,0.3425496419270833,298.56406,0.0728658040364583,6
1998,5,300.25125,0.2907613118489583,298.59628,0.0924275716145833,6
1998,6,300.51486,0.381500244140625,298.67868,0.153778076171875,6
1998,7,300.5754,0.3006490071614583,298.68185,0.1016337076822916,6
1999,4,299.82993,-0.0744832356770833,298.30762,-0.1835734049479166,6
1999,5,299.78726,-0.173248291015625,298.31253,-0.191314697265625,6
1999,6,300.2136,0.0802205403645833,298.33798,-0.1869303385416666,6
1999,7,300.2914,0.0166727701822916,298.39377,-0.1864725748697916,6
2000,4,299.9093,0.0048929850260416,298.4205,-0.0706888834635416,6
2000,5,299.82397,-0.13653564453125,298.4241,-0.0797220865885416,6
2000,6,299.973,-0.1603597005208333,298.43127,-0.0936279296875,6
2000,7,300.04956,-0.2251790364583333,298.4407,-0.1395365397135416,6
2001,4,299.8256,-0.0788065592447916,298.5565,0.0652872721354166,6
2001,5,299.8226,-0.1379191080729166,298.55945,0.0556131998697916,6
2001,6,300.05508,-0.078277587890625,298.58673,0.06182861328125,6
2001,7,300.26016,-0.0145975748697916,298.6705,0.0902811686197916,6
2002,4,299.91064,0.0062255859375,298.60495,0.11376953125,6
2002,5,299.88385,-0.07666015625,298.61206,0.10821533203125,6
2002,6,299.87457,-0.2587890625,298.6067,0.0817769368489583,6
2002,7,299.79773,-0.477020263671875,298.66544,0.085205078125,6
2003,4,300.01907,0.114654541015625,298.47485,-0.0163167317708333,6
2003,5,299.9091,-0.0514017740885416,298.46115,-0.042694091796875,6
2003,6,300.2101,0.0767415364583333,298.48648,-0.0384318033854166,6
2003,7,300.39722,0.1224568684895833,298.63724,0.0570068359375,6
2004,4,300.1902,0.2857666015625,298.59262,0.1014302571614583,6
2004,5,300.11972,0.1592203776041666,298.613,0.1091715494791666,6
2004,6,300.17,0.0366414388020833,298.59595,0.0710347493489583,6
2004,7,300.50504,0.23028564453125,298.63016,0.0499471028645833,6
2005,4,300.2698,0.3654073079427083,298.66306,0.171875,6
2005,5,300.44418,0.4836527506510417,298.60876,0.1049296061197916,6
2005,6,300.54968,0.4163106282552083,298.61093,0.0860392252604166,6
2005,7,300.81787,0.5431315104166666,298.69107,0.1108296712239583,6
2006,4,300.00623,0.1018168131510416,298.54086,0.0496927897135416,6
2006,5,300.20462,0.244110107421875,298.62338,0.1195475260416666,6
2006,6,300.35886,0.2254842122395833,298.63647,0.1115824381510416,6
2006,7,300.37473,0.0999654134114583,298.6689,0.0886637369791666,6
2007,4,299.9109,0.0064798990885416,298.4635,-0.0276692708333333,6
2007,5,300.17117,0.2106730143229166,298.50537,0.0015360514322916,6
2007,6,300.13107,-0.002288818359375,298.49918,-0.0257161458333333,6
2007,7,300.2903,0.0155537923177083,298.5929,0.0126749674479166,6
2008,4,299.88153,-0.02288818359375,298.39548,-0.0956929524739583,6
2008,5,300.0684,0.1078694661458333,298.42142,-0.082427978515625,6
2008,6,300.29105,0.157684326171875,298.5151,-0.009796142578125,6
2008,7,300.45163,0.1768900553385416,298.55637,-0.0238749186197916,6
2009,4,299.68143,-0.2230021158854166,298.62146,0.1302897135416666,6
2009,5,299.7002,-0.26031494140625,298.69736,0.193511962890625,6
2009,6,300.00424,-0.129119873046875,298.77042,0.2455342610677083,6
2009,7,300.40115,0.1264241536458333,298.8849,0.3046671549479167,6
2010,4,300.56943,0.6649881998697916,298.62976,0.1385904947916666,6
2010,5,300.7715,0.8109944661458334,298.68735,0.1834818522135416,6
2010,6,300.8219,0.6885477701822916,298.61758,0.0926717122395833,6
2010,7,300.96042,0.6856791178385416,298.63943,0.0592244466145833,6
2011,4,299.97696,0.0725606282552083,298.51456,0.0233866373697916,6
2011,5,300.09525,0.1347452799479166,298.55286,0.0490010579427083,6
2011,6,300.439,0.3056538899739583,298.5469,0.0220133463541666,6
2011,7,300.6586,0.38385009765625,298.5818,0.0015462239583333,6
2012,4,299.99426,0.08984375,298.62747,0.1362813313802083,6
2012,5,299.93643,-0.0240681966145833,298.66663,0.16278076171875,6
2012,6,300.23395,0.1005859375,298.6962,0.1713053385416666,6
2012,7,300.4625,0.1877237955729166,298.66913,0.088897705078125,6
2013,4,300.00656,0.1021219889322916,298.65308,0.1618855794270833,6
2013,5,300.17996,0.2194722493489583,298.68054,0.17669677734375,6
2013,6,300.25174,0.1183980305989583,298.66013,0.135223388671875,6
2013,7,300.2565,-0.0182393391927083,298.62268,0.0424601236979166,6
2014,4,299.82944,-0.0749715169270833,298.81387,0.3227030436197917,6
2014,5,299.88583,-0.074676513671875,298.8104,0.3065287272135417,6
2014,6,299.94754,-0.1858011881510416,298.80606,0.2811686197916667,6
2014,7,300.1416,-0.1331380208333333,298.7865,0.2062784830729166,6
2015,4,299.94223,0.0378214518229166,298.97946,0.4882914225260417,6
2015,5,299.9977,0.0371907552083333,299.01785,0.514007568359375,6
2015,6,300.12338,-0.009979248046875,299.01196,0.4870707194010417,6
2015,7,300.25546,-0.019287109375,299.0586,0.4783528645833333,6
2016,4,300.16278,0.25836181640625,298.92957,0.4383951822916667,6
2016,5,300.1383,0.17779541015625,298.86902,0.3651835123697917,6
2016,6,300.41977,0.2863972981770833,298.86295,0.338043212890625,6
2016,7,300.5033,0.2285563151041666,298.94675,0.36651611328125,6
2017,4,300.10767,0.2032470703125,298.9109,0.419708251953125,6
2017,5,300.30942,0.348907470703125,298.86432,0.3604736328125,6
2017,6,300.5109,0.3775227864583333,298.8541,0.3291727701822917,6
2017,7,300.7089,0.4341328938802083,298.97342,0.3931986490885417,6
2018,4,299.9858,0.081390380859375,298.64337,0.152191162109375,6
2018,5,299.98618,0.025665283203125,298.69406,0.1902058919270833,6
2018,6,299.87338,-0.2599995930989583,298.64645,0.121551513671875,6
2018,7,300.0215,-0.25323486328125,298.7367,0.156463623046875,6
2019,4,300.1176,0.21319580078125,299.00574,0.514556884765625,6
2019,5,300.23944,0.2789306640625,298.96567,0.461822509765625,6
2019,6,300.22617,0.092803955078125,298.86987,0.3449605305989583,6
2019,7,300.60648,0.3317362467447917,298.96216,0.381927490234375,6
2020,4,300.28067,0.3762410481770833,298.84097,0.3498128255208333,6
2020,5,300.41174,0.4512227376302083,298.9197,0.4158833821614583,6
2020,6,300.4929,0.3595377604166667,298.84906,0.32415771484375,6
2020,7,300.67056,0.3958333333333333,298.85635,0.2761332194010417,6
2022,4,300.04443,0.1400248209635416,298.6404,0.14923095703125,6
2022,5,300.1156,0.15509033203125,298.5875,0.0836385091145833,6
2022,6,300.365,0.2316385904947916,298.60208,0.0771687825520833,6
2022,7,300.35898,0.084228515625,298.6633,0.0830586751302083,6
2023,4,300.34387,0.4394429524739583,298.93246,0.4412841796875,6
2023,5,300.6913,0.730804443359375,299.01355,0.5097147623697916,6
2023,6,300.8985,0.76513671875,299.0312,0.50628662109375,6
2023,7,301.33713,1.0623779296875,299.13272,0.5524800618489584,6
2024,4,300.64316,0.7387491861979166,298.90048,0.4093017578125,6
2024,5,300.78568,0.825164794921875,298.90506,0.401214599609375,6
2024,6,301.0909,0.9575398763020834,298.91013,0.3852132161458333,6
2024,7,301.2333,0.95855712890625,298.99292,0.4126993815104167,6
2025,4,300.2735,0.36907958984375,298.86728,0.3761088053385417,6
2025,5,300.27356,0.3130594889322917,298.86624,0.362396240234375,6
2025,6,300.40543,0.272064208984375,298.85913,0.3342183430989583,6
2025,7,300.5771,0.302337646484375,298.8678,0.2875569661458333,6
1993,4,300.83963,-0.0818990071614583,299.13452,-0.022308349609375,7
1993,5,300.74988,-0.1363321940104166,299.13208,-0.005401611328125,7
1993,6,300.56516,-0.2782694498697917,299.11118,-0.002777099609375,7
1993,7,300.47052,-0.304229736328125,299.06976,-0.035491943359375,7
1994,4,300.64465,-0.2768961588541667,299.0496,-0.1072285970052083,7
