year,init_month,sst,rel_sst
1993,4,299.36957,-0.125213623046875
1993,5,299.47794,-0.23906453450520834
1993,6,299.83847,-0.20445760091145834
1993,7,299.98825,-0.20097859700520834
1994,4,299.2841,-0.210693359375
1994,5,299.3817,-0.3352864583333333
1994,6,299.5165,-0.526397705078125
1994,7,299.5654,-0.6238606770833334
1995,4,299.36624,-0.12852986653645834
1995,5,299.9214,0.20436604817708334
1995,6,300.34705,0.3041483561197917
1995,7,300.67395,0.4847005208333333
1996,4,299.45056,-0.044230143229166664
1996,5,299.54178,-0.17523193359375
1996,6,299.8513,-0.191619873046875
1996,7,300.01865,-0.17059326171875
1997,4,299.32626,-0.16850789388020834
1997,5,299.69925,-0.017771402994791668
1997,6,300.05905,0.016133626302083332
1997,7,300.2673,0.07805379231770833
1998,4,299.94202,0.447235107421875
1998,5,300.07413,0.3571370442708333
1998,6,300.4349,0.3920084635416667
1998,7,300.546,0.3567403157552083
1999,4,299.40912,-0.085662841796875
1999,5,299.71933,0.0023091634114583335
1999,6,300.0353,-0.007598876953125
1999,7,300.26328,0.07401529947916667
2000,4,299.24643,-0.24837239583333334
2000,5,299.55618,-0.16080729166666666
2000,6,299.8262,-0.216705322265625
2000,7,299.93365,-0.255584716796875
2001,4,299.34918,-0.145599365234375
2001,5,299.66113,-0.055877685546875
2001,6,300.0131,-0.029815673828125
2001,7,300.1177,-0.071533203125
2002,4,299.50284,0.008046468098958334
2002,5,299.61862,-0.09837849934895833
2002,6,299.83542,-0.207489013671875
2002,7,299.8054,-0.38385009765625
2003,4,299.61758,0.122802734375
2003,5,299.8181,0.10111490885416667
2003,6,300.1019,0.058990478515625
2003,7,300.25916,0.06990559895833333
2004,4,299.67905,0.18427530924479166
2004,5,299.6942,-0.022806803385416668
2004,6,300.09338,0.050465901692708336
2004,7,300.23935,0.050120035807291664
2005,4,299.8893,0.3945210774739583
2005,5,300.15747,0.440460205078125
2005,6,300.605,0.562103271484375
2005,7,300.78232,0.5930887858072916
2006,4,299.5765,0.08171590169270833
2006,5,299.879,0.1619873046875
2006,6,300.24527,0.202362060546875
2006,7,300.26114,0.07188924153645833
2007,4,299.6726,0.177825927734375
2007,5,299.8783,0.161285400390625
2007,6,300.1216,0.07871500651041667
2007,7,300.10672,-0.08250935872395833
2008,4,299.43948,-0.0552978515625
2008,5,299.80118,0.08417765299479167
2008,6,300.1241,0.08121744791666667
2008,7,300.26126,0.07201131184895833
2009,4,299.2282,-0.266571044921875
2009,5,299.46555,-0.2514750162760417
2009,6,299.82117,-0.22175089518229166
2009,7,300.2319,0.042653401692708336
2010,4,300.20438,0.7095947265625
2010,5,300.5483,0.831298828125
2010,6,300.9326,0.889678955078125
2010,7,300.8911,0.7018839518229166
2011,4,299.55972,0.06496175130208333
2011,5,299.8414,0.12437947591145833
2011,6,300.4175,0.3746236165364583
2011,7,300.47482,0.2855733235677083
2012,4,299.47256,-0.022196451822916668
2012,5,299.71954,0.002532958984375
2012,6,300.2075,0.16456095377604166
2012,7,300.23715,0.047922770182291664
2013,4,299.46677,-0.028025309244791668
2013,5,299.94324,0.22623697916666666
2013,6,299.94022,-0.10270182291666667
2013,7,300.0928,-0.096435546875
2014,4,299.41983,-0.07496134440104167
2014,5,299.64706,-0.06993611653645833
2014,6,299.8226,-0.22032674153645834
2014,7,299.94803,-0.24120076497395834
2015,4,299.58188,0.08707682291666667
2015,5,299.78748,0.07045491536458333
2015,6,299.7882,-0.2547098795572917
2015,7,299.9871,-0.20215861002604166
2016,4,299.6568,0.162017822265625
2016,5,299.97852,0.2615152994791667
2016,6,300.31424,0.2713216145833333
2016,7,300.34122,0.15196736653645834
2017,4,299.73944,0.244659423828125
2017,5,299.8358,0.11875406901041667
2017,6,300.31592,0.27301025390625
2017,7,300.48276,0.29351806640625
2018,4,299.40598,-0.08880615234375
2018,5,299.57617,-0.14082845052083334
2018,6,299.76825,-0.274658203125
2018,7,299.7114,-0.47784423828125
2019,4,299.65622,0.16144816080729166
2019,5,299.81046,0.09344482421875
2019,6,300.092,0.049102783203125
2019,7,300.293,0.10378011067708333
2020,4,299.9991,0.50433349609375
2020,5,300.04416,0.3271586100260417
2020,6,300.48477,0.441864013671875
2020,7,300.53146,0.3422037760416667
2021,4,299.64487,0.15008544921875
2021,5,299.9644,0.24737548828125
2021,6,300.2348,0.19189453125
2021,7,300.2882,0.09897867838541667
2022,4,299.65533,0.160552978515625
2022,5,299.95297,0.23597208658854166
2022,6,300.1776,0.13469441731770834
2022,7,300.2069,0.017679850260416668
2023,4,299.84225,0.3474833170572917
2023,5,300.22778,0.5107828776041666
2023,6,300.95718,0.9142964680989584
2023,7,301.22162,1.032379150390625
2024,4,300.42188,0.9271036783854166
2024,5,300.6085,0.8914794921875
2024,6,301.06238,1.01947021484375
2024,7,300.87552,0.686279296875
2025,4,299.80618,0.3114217122395833
2025,5,300.01233,0.295318603515625
2025,6,300.26657,0.223663330078125
2025,7,300.4065,0.21724446614583334
