year,init_month,sst,rel_sst
1993,4,298.9827,0.030934651692708332
1993,5,298.98288,0.026397705078125
1993,6,298.95908,-0.0003255208333333333
1993,7,298.91623,-0.06624348958333333
1994,4,298.7919,-0.15986124674479166
1994,5,298.79224,-0.16425577799479166
1994,6,298.81104,-0.148345947265625
1994,7,298.80252,-0.17994181315104166
1995,4,298.88382,-0.06792195638020833
1995,5,298.88028,-0.07621256510416667
1995,6,298.9116,-0.04779052734375
1995,7,298.9913,0.008860270182291666
1996,4,298.79126,-0.16048177083333334
1996,5,298.81552,-0.140960693359375
1996,6,298.82834,-0.13106282552083334
1996,7,298.8712,-0.11125691731770833
1997,4,299.05338,0.10162353515625
1997,5,299.12088,0.16441853841145834
1997,6,299.14816,0.18876139322916666
1997,7,299.17322,0.190765380859375
1998,4,299.13782,0.18605550130208334
1998,5,299.14862,0.192138671875
1998,6,299.11856,0.15920003255208334
1998,7,299.1304,0.14795939127604166
1999,4,298.8621,-0.08966064453125
1999,5,298.8362,-0.12024943033854167
1999,6,298.84766,-0.11171468098958333
1999,7,298.8645,-0.11794026692708333
2000,4,298.91,-0.041748046875
2000,5,298.91476,-0.041737874348958336
2000,6,298.89322,-0.06617228190104167
2000,7,298.8947,-0.087738037109375
2001,4,298.86,-0.091766357421875
2001,5,298.8654,-0.09107462565104167
2001,6,298.8705,-0.0888671875
2001,7,298.9788,-0.0036519368489583335
2002,4,299.03214,0.08037312825520833
2002,5,299.0129,0.056406656901041664
2002,6,299.00903,0.049652099609375
2002,7,298.97836,-0.004079182942708333
2003,4,298.98807,0.036326090494791664
2003,5,298.96347,0.006978352864583333
2003,6,298.9771,0.017730712890625
2003,7,299.08,0.09755452473958333
2004,4,298.99725,0.045501708984375
2004,5,299.00766,0.051188151041666664
2004,6,299.01324,0.053863525390625
2004,7,298.98886,0.006388346354166667
2005,4,299.0823,0.13054402669270834
2005,5,299.09354,0.13707478841145834
2005,6,299.0846,0.125213623046875
2005,7,299.10168,0.11924235026041667
2006,4,299.00256,0.050811767578125
2006,5,299.00598,0.049489339192708336
2006,6,299.09546,0.13608805338541666
2006,7,299.08878,0.1063232421875
2007,4,298.9171,-0.034647623697916664
2007,5,298.9033,-0.053192138671875
2007,6,298.9071,-0.052286783854166664
2007,7,298.9528,-0.029642740885416668
2008,4,298.91397,-0.03778076171875
2008,5,298.95435,-0.0021464029947916665
2008,6,298.9821,0.022705078125
2008,7,298.97202,-0.010426839192708334
2009,4,299.09122,0.13946533203125
2009,5,299.1864,0.22991943359375
2009,6,299.20755,0.2481689453125
2009,7,299.2668,0.2843424479166667
2010,4,299.1202,0.16844685872395834
2010,5,299.13354,0.17706298828125
2010,6,299.11868,0.1593017578125
2010,7,299.0887,0.10626220703125
2011,4,299.05222,0.1004638671875
2011,5,299.07666,0.12018839518229167
2011,6,299.0247,0.06531778971354167
2011,7,298.99246,0.010030110677083334
2012,4,299.08078,0.12903849283854166
2012,5,299.0638,0.10734049479166667
2012,6,299.1088,0.1494140625
2012,7,299.06552,0.08305867513020833
2013,4,299.13437,0.18260701497395834
2013,5,299.09488,0.138397216796875
2013,6,299.0835,0.12410481770833333
2013,7,299.05692,0.07445271809895833
2014,4,299.2675,0.3157246907552083
2014,5,299.27698,0.3205057779947917
2014,6,299.2571,0.2977396647135417
2014,7,299.19492,0.21247355143229166
2015,4,299.38074,0.428985595703125
2015,5,299.45233,0.495849609375
2015,6,299.41638,0.4569905598958333
2015,7,299.43857,0.4561258951822917
2016,4,299.2942,0.342437744140625
2016,5,299.29172,0.3352457682291667
2016,6,299.33804,0.378662109375
2016,7,299.34012,0.3576761881510417
2025,4,299.39764,0.445892333984375
2025,5,299.40073,0.4442342122395833
2025,6,299.37216,0.4127909342447917
2025,7,299.35995,0.3774922688802083
