year,init_month,sst,rel_sst
1993,4,299.64658,-0.257843017578125
1993,5,299.73178,-0.22873942057291666
1993,6,299.85184,-0.2815144856770833
1993,7,299.915,-0.3597310384114583
1994,4,299.51315,-0.3912556966145833
1994,5,299.63046,-0.3300577799479167
1994,6,299.5862,-0.5471598307291666
1994,7,299.70547,-0.5692647298177084
1995,4,299.76398,-0.14044189453125
1995,5,300.1229,0.16237386067708334
1995,6,300.54236,0.4089864095052083
1995,7,300.70264,0.4278971354166667
1996,4,299.8214,-0.0830078125
1996,5,299.90567,-0.054840087890625
1996,6,299.90146,-0.231903076171875
1996,7,300.14444,-0.13032023111979166
1997,4,299.81067,-0.09375
1997,5,300.05396,0.09344482421875
1997,6,300.29095,0.1575927734375
1997,7,300.40994,0.13521321614583334
1998,4,300.24698,0.3425496419270833
1998,5,300.25125,0.2907613118489583
1998,6,300.51486,0.381500244140625
1998,7,300.5754,0.3006490071614583
1999,4,299.82993,-0.07448323567708333
1999,5,299.78726,-0.173248291015625
1999,6,300.2136,0.08022054036458333
1999,7,300.2914,0.016672770182291668
2000,4,299.9093,0.004892985026041667
2000,5,299.82397,-0.13653564453125
2000,6,299.973,-0.16035970052083334
2000,7,300.04956,-0.22517903645833334
2001,4,299.8256,-0.07880655924479167
2001,5,299.8226,-0.13791910807291666
2001,6,300.05508,-0.078277587890625
2001,7,300.26016,-0.014597574869791666
2002,4,299.91064,0.0062255859375
2002,5,299.88385,-0.07666015625
2002,6,299.87457,-0.2587890625
2002,7,299.79773,-0.477020263671875
2003,4,300.01907,0.114654541015625
2003,5,299.9091,-0.051401774088541664
2003,6,300.2101,0.07674153645833333
2003,7,300.39722,0.12245686848958333
2004,4,300.1902,0.2857666015625
2004,5,300.11972,0.15922037760416666
2004,6,300.17,0.036641438802083336
2004,7,300.50504,0.23028564453125
2005,4,300.2698,0.3654073079427083
2005,5,300.44418,0.4836527506510417
2005,6,300.54968,0.4163106282552083
2005,7,300.81787,0.5431315104166666
2006,4,300.00623,0.10181681315104167
2006,5,300.20462,0.244110107421875
2006,6,300.35886,0.22548421223958334
2006,7,300.37473,0.09996541341145833
2007,4,299.9109,0.006479899088541667
2007,5,300.17117,0.21067301432291666
2007,6,300.13107,-0.002288818359375
2007,7,300.2903,0.015553792317708334
2008,4,299.88153,-0.02288818359375
2008,5,300.0684,0.10786946614583333
2008,6,300.29105,0.157684326171875
2008,7,300.45163,0.17689005533854166
2009,4,299.68143,-0.22300211588541666
2009,5,299.7002,-0.26031494140625
2009,6,300.00424,-0.129119873046875
2009,7,300.40115,0.12642415364583334
2010,4,300.56943,0.6649881998697916
2010,5,300.7715,0.8109944661458334
2010,6,300.8219,0.6885477701822916
2010,7,300.96042,0.6856791178385416
2011,4,299.97696,0.07256062825520833
2011,5,300.09525,0.13474527994791666
2011,6,300.439,0.3056538899739583
2011,7,300.6586,0.38385009765625
2012,4,299.99426,0.08984375
2012,5,299.93643,-0.024068196614583332
2012,6,300.23395,0.1005859375
2012,7,300.4625,0.18772379557291666
2013,4,300.00656,0.10212198893229167
2013,5,300.17996,0.21947224934895834
2013,6,300.25174,0.11839803059895833
2013,7,300.2565,-0.018239339192708332
2014,4,299.82944,-0.07497151692708333
2014,5,299.88583,-0.074676513671875
2014,6,299.94754,-0.18580118815104166
2014,7,300.1416,-0.13313802083333334
2015,4,299.94223,0.037821451822916664
2015,5,299.9977,0.037190755208333336
2015,6,300.12338,-0.009979248046875
2015,7,300.25546,-0.019287109375
2016,4,300.16278,0.25836181640625
2016,5,300.1383,0.17779541015625
2016,6,300.41977,0.2863972981770833
2016,7,300.5033,0.22855631510416666
2017,4,300.10767,0.2032470703125
2017,5,300.30942,0.348907470703125
2017,6,300.5109,0.3775227864583333
2017,7,300.7089,0.4341328938802083
2018,4,299.9858,0.081390380859375
2018,5,299.98618,0.025665283203125
2018,6,299.87338,-0.2599995930989583
2018,7,300.0215,-0.25323486328125
2019,4,300.1176,0.21319580078125
2019,5,300.23944,0.2789306640625
2019,6,300.22617,0.092803955078125
2019,7,300.60648,0.3317362467447917
2020,4,300.28067,0.3762410481770833
2020,5,300.41174,0.4512227376302083
2020,6,300.4929,0.3595377604166667
2020,7,300.67056,0.3958333333333333
2022,4,300.04443,0.14002482096354166
2022,5,300.1156,0.15509033203125
2022,6,300.365,0.23163859049479166
2022,7,300.35898,0.084228515625
2023,4,300.34387,0.4394429524739583
2023,5,300.6913,0.730804443359375
2023,6,300.8985,0.76513671875
2023,7,301.33713,1.0623779296875
2024,4,300.64316,0.7387491861979166
2024,5,300.78568,0.825164794921875
2024,6,301.0909,0.9575398763020834
2024,7,301.2333,0.95855712890625
2025,4,300.2735,0.36907958984375
2025,5,300.27356,0.3130594889322917
2025,6,300.40543,0.272064208984375
2025,7,300.5771,0.302337646484375
